ID_FALLA;FALLA_ID;FALLA;DESCRIPCION_FALLA;LOCALIZACION_FALLA;TIPIFICACION_FALLA;FALLA_REAL;IMPUTABILIDAD;INTERFAZ;MAL_ESCALADO_TERRENO;GRUPO_FALLA;FECHA_INICIO;FECHA_FIN;VERTICAL;NIVEL_2_VERTICAL;NIVEL_3_VERTICAL
121;B1072;1072;DESCONEXIÓN CLIENTE -xDSL;Sin Descripcion;Sin Descripcion;Con Falla;CLIENTE;B;NULL;NULL;2017-06-18 14:42:38.610;NULL;Premisas;Red Abonado;Cables Conectores
122;B1073;1073;REVISION DE CHAMP -xDSL;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
123;B1074;1074;CAMBIO CONFIGURACION TELLIANT-xDSL;Sin Descripcion;Sin Descripcion;Sin Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.800;NULL;Plataforma TigoUne;Plataforma TI;Servicio Desaprovisionado
124;B1075;1075;FALLA APLICATIVO CLIENTE xDSL;Sin Descripcion;Sin Descripcion;Sin Falla;CLIENTE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
125;B1076;1076;ACTUALIZACION FIRMWARE CPE -xDSL;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.127;NULL;Equipo;Equipo Desactualizado;Modem Desactualizado 
126;B1078;1078;CAMBIO TARJETA DSLAM -xDSL;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.570;NULL;Plataforma Huawei;Plataforma TT;Plataforma Acceso Dslam
127;B1079;1079;CAMBIO PUERTO DSLAM -xDSL;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.210;NULL;Plataforma Huawei;Plataforma TT;Plataforma Acceso Dslam
128;B1080;1080;ACTUALIZA. DE DSLAM/TELLIANT -xDSL;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
129;B1081;1081;CAMBIO CABLE SERIAL xDSL;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
130;B1082;1082;CONFIGURACION SHASTA;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.767;NULL;Plataforma Huawei;Plataforma TT;Servicio Desaprovisionado
131;B1085;1085;PROG% IDENTIFICADOR DE LLAMADAS;Sin Descripcion;Sin Descripcion;Sin Falla;UNE;B;SI;Reconfiguración Equipo/Puerto;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
132;B1086;1086;PROG% VOLUMEN SU;Sin Descripcion;Sin Descripcion;Sin Falla;UNE;B;SI;Reconfiguración Equipo/Puerto;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
133;B1088;1088;PROG% NUMERO TELEFONICO;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
134;B1089;1089;PROG% RF;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
135;B1090;1090;PROG% RF;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
136;B1093;1093;RECONFIGURACION CPE - XDSL;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;SI;NULL;2017-06-18 14:42:38.350;NULL;Equipo;Configuracion Equipos;Configuracion de modem
137;B1098;1098;CONFIGURACION COMPUTADOR CLIENTE-Xdsl;Equipos;Sin Descripcion;Sin Falla;CLIENTE;B;NULL;NULL;2016-05-12 12:12:25.203;2016-05-12 12:17:48.380;NULL;NULL;NULL
138;B1099;1099;REINICIO  PUERTO ROUTER (CORE);Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
139;B1100;1100;CAMBIO TARJETA PW;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
140;B1101;1101;RESET TARJETA ABONADO;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.667;NULL;Plataforma Huawei;Plataforma TT;Plataforma Acceso Multinet
141;B1102;1102;RESET TARJETA PW;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
142;B1103;1103;RESET SHELF;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
143;B1104;1104;RESET MEDIO SHELF;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
144;B1108;1108;ERROR PROGRAMACION FETEX;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;SI;Reconfiguración Equipo/Puerto;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
145;B1113;1113;ERROR PROGRAMA% SOFT;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;SI;Reconfiguración Equipo/Puerto;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
146;B1114;1114;ERROR PROGRAMA% AMG;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
147;B1115;1115;ERROR CONFIGURA% SOFT;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;SI;Reconfiguración Equipo/Puerto;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
148;B1118;1118;ERROR CABLEADO A MDF;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.320;NULL;Premisas;Red Externa;Puente Mdf
149;B1119;1119;RESET AMG;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
150;B1121;1121;PROGRAMACION  (U-PATH);Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
151;B1122;1122;CAMBIO DE CONECTOR  (U-PATH);Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.153;NULL;Plataforma TigoUne;Plataforma TT;Conectores
152;B1123;1123;CONFIGURACION DEL APLICATIVO (SOFTPHONE);Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
153;B1124;1124;CAMBIO DE PUERTO (IAD);Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
154;B1125;1125;CAMBIO DE IAD X MAL USO;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
155;B1126;1126;CAMBIO DE IAD X DEFECTUOSO;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
156;B1127;1127;CONFIGURACION DEL IAD;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
157;B1129;1129;DAÑO GENERAL TANDEM;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
158;B1133;1133;REPARACION ACOMETIDA EXTERNA OTROS;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.180;NULL;Premisas;Red Abonado;Red Abonado
159;B1134;1134;CAMBIO ACOMETIDA EXTERNA OTROS;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.637;NULL;Premisas;Red Abonado;Red Abonado
160;B1137;1137;CRUZADA EN CORTO - MDF;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.410;NULL;Premisas;Red Externa;Puente Mdf
161;B1138;1138;PUENTE ABIERTO  - MDF;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
162;B1139;1139;SIN PUENTE X ORDEN ANULACION - MDF;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
163;B1141;1141;CORTO EN LA REGLETA - MDF;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
164;B1142;1142;CAMBIO CRUZADA X TRASL - MDF;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.517;NULL;Premisas;Red Externa Cobre;Armario
165;B1143;1143;CAMBIO SPLITER - MDF;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
166;B1144;1144;DAÑO FICHO NARANJA - MDF;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
167;B1145;1145;SIN PUENTE - MDF;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.427;NULL;Premisas;Red Externa Cobre;Armario
168;B1146;1146;DAÑO FICHO PICO PROTECTOR - MDF;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
169;B1147;1147;CABLE SECUNDARIO X ROBO;Sin Descripcion;Sin Descripcion;Hurto/Daño infraestructura;UNE;B;NULL;NULL;2017-06-18 14:42:38.367;NULL;Hurto/Situacion Especial;Hurto;Red Externa
170;B1148;1148;CAMB TRAMO CABLE CANALIZ (SEC) X ROBO;Sin Descripcion;Sin Descripcion;Hurto/Daño infraestructura;UNE;B;NULL;NULL;2017-06-18 14:42:38.070;NULL;Hurto/Situacion Especial;Hurto;Red Externa
171;B1149;1149;CAMB TRAMO CABLE CANALIZ (PRIM) X ROBO;Sin Descripcion;Sin Descripcion;Hurto/Daño infraestructura;UNE;B;NULL;NULL;2017-06-18 14:42:38.587;NULL;Hurto/Situacion Especial;Hurto;Red Externa
172;B1150;1150;CAMB TRAMO CABLE CANALIZ (PRIM) X ROBO;Sin Descripcion;Sin Descripcion;Hurto/Daño infraestructura;UNE;B;NULL;NULL;2017-06-18 14:42:38.193;NULL;Hurto/Situacion Especial;Hurto;Red Externa
173;B1151;1151;CABLE PRIMARIO X ROBO;Sin Descripcion;Sin Descripcion;Hurto/Daño infraestructura;UNE;B;NULL;NULL;2017-06-18 14:42:38.713;NULL;Hurto/Situacion Especial;Hurto;Red Externa
174;B1152;1152;CAMB TRAMO CABLE AÉREO (SEC) X ROBO;Sin Descripcion;Sin Descripcion;Hurto/Daño infraestructura;UNE;B;NULL;NULL;2017-06-18 14:42:38.450;NULL;Hurto/Situacion Especial;Hurto;Red Externa
175;B1153;1153;VERIFICACION SERVICIO SOFT;Sin Descripcion;Sin Descripcion;Sin Falla;UNE;B;SI;Se encontro bueno;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
176;B1155;1155;ESTADO NO ACTUALIZADO X MEDIACION - XDSL;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
177;B1156;1156;CAMBIO DE NODO - XDSL;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
178;B1157;1157;CAMBIO PAR PRIMARIO X ROBO;Sin Descripcion;Sin Descripcion;Hurto/Daño infraestructura;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
179;B1158;1158;ARMARIO X ROBO;Sin Descripcion;Sin Descripcion;Hurto/Daño infraestructura;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
180;B1159;1159;CAMBIO MINIBLOQUE  (ARM) X ROBO;Sin Descripcion;Sin Descripcion;Hurto/Daño infraestructura;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
181;B1160;1160;CAMBIO BLOQ PRIMARIO  (ARM) X ROBO;Sin Descripcion;Sin Descripcion;Hurto/Daño infraestructura;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
182;B1162;1162;ENLACE FIBRA OPTICA X ROBO;Sin Descripcion;Sin Descripcion;Hurto/Daño infraestructura;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
183;B1165;1165;CAMBIO TRAMO FIBRA OPTICA X ROBO;Sin Descripcion;Sin Descripcion;Hurto/Daño infraestructura;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
184;B1200;1200;CAMBIO HDSL LOCAL;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
185;B1201;1201;CAMBIO HDSL REMOTO;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
186;B1202;1202;CAMBIO CONECTORES HDSL;Sin Descripcion;Sin Descripcion;Sin Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
187;B1203;1203;CAMBIO CONECTORES DDF;Sin Descripcion;Sin Descripcion;Sin Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
188;B1204;1204;CAMBIO TARJETA DLC;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
189;B1205;1205;CAMBIO TARJETA CENTRAL;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.090;NULL;Plataforma Huawei;Plataforma TT;Centrales
190;B1207;1207;RESETS HDSL S;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
191;B1208;1208;CAMBIO DE REGENERADOR;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
192;B1209;1209;CAMBIO TARJETA CLIENTE;Sin Descripcion;Sin Descripcion;Con Falla;CLIENTE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
193;B1210;1210;CAMBIO RUTA E1;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
194;B1212;1212;FALLA DE ENERGIA -CLIENTE;Sin Descripcion;Sin Descripcion;Sin Falla;CLIENTE;B;NULL;NULL;2016-05-12 12:12:25.203;2016-05-12 12:17:48.380;NULL;NULL;NULL
195;B1217;1217;REPARACION ACOM INTER X CABLE INTERNO;Sin Descripcion;Sin Descripcion;Con Falla;CLIENTE;B;NULL;NULL;2017-06-18 14:42:38.573;NULL;Premisas;Red Interna;Cables
196;B1219;1219;CAMBIO CPE USB A ETHERNET;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.073;NULL;Equipo;Cambio Equipo;Cambio Equipo por Obsolecencia
197;B1220;1220;CAMBIO CPE ETHERNET A USB;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.583;NULL;Equipo;Inconveniente Equipo;Inconveniente con modem
198;B1221;1221;CAMBIO CPE X DAÑO O MAL FUNCIONAMTO;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.437;NULL;Equipo;Inconveniente Equipo;Inconveniente con Equipo
199;B1222;1222;CAMBIO Y CONFIG PASSWORD CLIENTE;Sin Descripcion;Sin Descripcion;Sin Falla;CLIENTE;B;NULL;NULL;2017-06-18 14:42:38.700;NULL;Equipo;Configuracion Equipos;Configuracion de modem
200;B1223;1223;CAMBIO ADAPTADOR ENERGIA CPE;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.520;NULL;Equipo;Inconveniente Adaptador;Adaptador Quemado
201;B1224;1224;CAMBIO CPE DE ETHERNET A V.35;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
202;B1225;1225;CAMBIO CPE DE V.35 A ETHERNET;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
203;B1226;1226;ADICION MICROFILTRO;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.200;NULL;Premisas;Red Interna;Conectores
204;B1301;1301;DAÑO CON ETB_LOCAL;Sin Descripcion;Sin Descripcion;Sin Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
205;B1303;1303;DAÑO CON TELECOM;Sin Descripcion;Sin Descripcion;Sin Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
206;B1304;1304;DAÑO CON ORBITEL;Sin Descripcion;Sin Descripcion;Sin Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
207;B1310;1310;REPARACION TECLADO MONED;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
208;B1312;1312;REPARARACION SENSOR MONED;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
209;B1313;1313;REPARARACION BOCINA MONED;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
210;B1314;1314;REPARARACION CABLE BOCINA MONED;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
211;B1317;1317;CAMBIO APARATO MONED;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
212;B1318;1318;CAMBIO TARJETA MONED;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
213;B1321;1321;CAMBIO ALCANCIA  MONED;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
214;B1327;1327;CAMBIO TECLADO MONED;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
215;B1329;1329;CAMBIO SENSOR MONED;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
216;B1330;1330;CAMBIO BOCINA MONED;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
217;B1331;1331;CAMBIO CABLE  BOCINA MONED;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
218;B1333;1333;REPARADO EN STRIP (ARMARIO);Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.813;NULL;Premisas;Red Externa Cobre;Armario
219;B1342;1342;REPARACION ACOM INTER X DERIVACIONES;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.337;NULL;Premisas;Red Interna;Conectores
220;B1343;1343;REPARACION ACOM INTER REINSTAL TOMA;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.100;NULL;Premisas;Red Interna;Conectores
221;B1344;1344;REPARACION ACOM INTER X MAL USO;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.520;NULL;Premisas;Red Abonado;Red Abonado
222;B1401;1401;LIMPI CAN MON X OBJETO EXTRAÑO;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
223;B1402;1402;LIMPI CAN MON X MONEDAS DEFECTUOSAS;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
224;B1403;1403;LIMPI CAN MON X ATASCAMIENTO MON NORMALES;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
225;B1410;1410;CAMBIO TIMBRE;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
226;B1413;1413;CAMBIO CUELGUE PLASTICO X VANDALISMO;Sin Descripcion;Sin Descripcion;Hurto/Daño infraestructura;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
227;B1414;1414;CAMBIO SWITCH CUELGUE X SULFATACION;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
228;B1418;1418;CAMBIO CHAPA USUARIO;Sin Descripcion;Sin Descripcion;Sin Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
229;B1516;1516;CAMBIO REGLETA HUAWEI;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
230;B1601;1601;RESET RF;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
231;B1602;1602;CALIBRACION RF;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
232;B1611;1611;RESET O CAMBIO TARJETA SSC2;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
233;B1613;1613;RESET DE IAD;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
234;B1614;1614;CAMBIO DE CABLE ETHERNET;Sin Descripcion;Sin Descripcion;Sin Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.143;NULL;Equipo;Cables Accesorios;Cables
235;B1616;1616;CAMBIO DE CABLE TELEFONICO - DATOS;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.687;NULL;Premisas;Red Interna;Cables
236;B1645;1645;CAMBIO DE ADAPTADOR CORRIENTE XDSL;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.220;NULL;Equipo;Inconveniente Adaptador;Adaptador Quemado
237;B1646;1646;DAÑO EQUIPO CLIENTE XDSL;Sin Descripcion;Sin Descripcion;Con Falla;CLIENTE;B;NULL;NULL;2017-06-18 14:42:38.623;NULL;Equipo;Inconveniente Equipo;Inconveniente con modem
238;B1700;1700;SOLUCIONADO X DESCARTE TELEFONICO(601);Sin Descripcion;Sin Descripcion;Sin Falla;UNE;B;SI;Se encontro bueno;2017-06-18 14:42:38.467;NULL;Premisas;Red Interna;Cables
239;B1800;1800;ERROR DEL SISTEMA;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
240;B1900;1900;CAMBIO CONTROL REMOTO X DAÑO;Sin Descripcion;Sin Descripcion;Sin Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.567;NULL;Equipo;Control Remoto;Inconveniente con Control Remoto
241;B1901;1901;CAMBIO CONTROL REMOTO X SOLICITUD CLIENTE;Sin Descripcion;Sin Descripcion;Sin Falla;CLIENTE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
242;B1902;1902;CAMBIO CONTROL REMOTO X DESCARTE;Sin Descripcion;Sin Descripcion;Sin Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
243;B1903;1903;CAMBIO STB X DAÑO;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.417;NULL;Equipo;Inconveniente Equipo;Inconveniente  con STB
244;B1904;1904;CAMBIO STB X SOLICITUD CLIENTE;Sin Descripcion;Sin Descripcion;Sin Falla;CLIENTE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
245;B1905;1905;CAMBIO STB X DESCARTE;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.357;NULL;Equipo;Inconveniente Equipo;Inconveniente con STB
246;B1906;1906;PLATAFORMA RESTABLECIDA;Plataforma;Recuperación Plataforma;Con Falla;UNE;B;SI;NULL;2017-06-18 14:42:38.093;NULL;Plataforma Huawei;Falla de Servicio;Causa Comun
247;B1907;1907;RESET CPE REMOTO;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;SI;Reinicio de Equipo;2017-06-18 14:42:38.600;NULL;Equipo;Reset;Reset al Modem
248;B1908;1908;RESET STB REMOTO;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.280;NULL;Equipo;Reset;Reset al Modem
249;B1909;1909;RESET CPE LOCAL;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
250;B1910;1910;RESET STB LOCAL;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
251;B1911;1911;CONFIGURACION STB REMOTA;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2017-06-18 14:42:38.840;NULL;Equipo;Configuracion Equipos;Configuracion  STB
252;B1912;1912;DESCONEXION CABLE VIDEO STB-TV;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;SI;Reinicio de Equipo;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
253;B1917;1917;DAÑO GENERAL SOFTX3000;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
254;B1920;1920;ERROR PROGRAMACION UMG;Sin Descripcion;Sin Descripcion;Con Falla;UNE;B;SI;OTRO;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
